Vardas          Pavarde                           ND1       ND2       ND3       Egz.      
Vardas7421      Pavarde7421                       4         10        5         10        
Vardas7422      Pavarde7422                       4         8         2         2         
Vardas7423      Pavarde7423                       2         7         6         3         
Vardas7424      Pavarde7424                       9         3         6         8         
Vardas7425      Pavarde7425                       3         4         1         6         
Vardas7426      Pavarde7426                       1         6         2         8         
Vardas7427      Pavarde7427                       4         3         8         8         
Vardas7428      Pavarde7428                       5         7         5         7         
Vardas7429      Pavarde7429                       1         4         1         10        
Vardas7430      Pavarde7430                       3         4         4         10        
Vardas7431      Pavarde7431                       4         6         6         8         
Vardas7432      Pavarde7432                       5         6         2         2         
Vardas7433      Pavarde7433                       3         2         10        5         
Vardas7434      Pavarde7434                       7         10        9         2         
Vardas7435      Pavarde7435                       6         2         7         9         
Vardas7436      Pavarde7436                       3         8         1         10        
Vardas7437      Pavarde7437                       4         7         7         4         
Vardas7438      Pavarde7438                       7         3         6         2         
Vardas7439      Pavarde7439                       1         6         2         2         
Vardas7440      Pavarde7440                       3         2         9         9         
Vardas7441      Pavarde7441                       7         9         10        5         
Vardas7442      Pavarde7442                       9         9         2         7         
Vardas7443      Pavarde7443                       8         9         10        10        
Vardas7444      Pavarde7444                       1         8         7         5         
Vardas7445      Pavarde7445                       5         2         4         9         
Vardas7446      Pavarde7446                       10        10        6         6         
Vardas7447      Pavarde7447                       6         5         6         2         
Vardas7448      Pavarde7448                       2         9         6         8         
Vardas7449      Pavarde7449                       6         1         8         2         
Vardas7450      Pavarde7450                       9         6         8         2         
Vardas7451      Pavarde7451                       2         8         2         1         
Vardas7452      Pavarde7452                       6         4         10        2         
Vardas7453      Pavarde7453                       7         3         6         8         
Vardas7454      Pavarde7454                       8         5         5         1         
Vardas7455      Pavarde7455                       8         1         8         1         
Vardas7456      Pavarde7456                       5         10        2         1         
Vardas7457      Pavarde7457                       4         8         3         10        
Vardas7458      Pavarde7458                       10        7         10        2         
Vardas7459      Pavarde7459                       3         3         5         3         
Vardas7460      Pavarde7460                       10        8         5         1         
Vardas7461      Pavarde7461                       5         4         9         6         
Vardas7462      Pavarde7462                       8         8         3         3         
Vardas7463      Pavarde7463                       4         6         2         2         
Vardas7464      Pavarde7464                       9         6         2         7         
Vardas7465      Pavarde7465                       10        10        6         8         
Vardas7466      Pavarde7466                       5         2         1         8         
Vardas7467      Pavarde7467                       4         4         6         4         
Vardas7468      Pavarde7468                       7         7         4         8         
Vardas7469      Pavarde7469                       1         10        10        10        
Vardas7470      Pavarde7470                       5         7         10        2         
Vardas7471      Pavarde7471                       2         2         8         5         
Vardas7472      Pavarde7472                       6         3         8         10        
Vardas7473      Pavarde7473                       2         7         5         6         
Vardas7474      Pavarde7474                       10        9         10        4         
Vardas7475      Pavarde7475                       9         5         9         6         
Vardas7476      Pavarde7476                       4         7         5         2         
Vardas7477      Pavarde7477                       2         6         9         7         
Vardas7478      Pavarde7478                       2         10        5         10        
Vardas7479      Pavarde7479                       2         5         8         5         
Vardas7480      Pavarde7480                       3         6         8         9         
Vardas7481      Pavarde7481                       5         6         10        9         
Vardas7482      Pavarde7482                       4         3         1         3         
Vardas7483      Pavarde7483                       9         1         10        6         
Vardas7484      Pavarde7484                       10        1         4         6         
Vardas7485      Pavarde7485                       4         8         10        2         
Vardas7486      Pavarde7486                       9         8         4         1         
Vardas7487      Pavarde7487                       9         2         6         4         
Vardas7488      Pavarde7488                       9         3         9         9         
Vardas7489      Pavarde7489                       6         7         3         7         
Vardas7490      Pavarde7490                       8         2         4         1         
Vardas7491      Pavarde7491                       7         9         10        9         
Vardas7492      Pavarde7492                       6         5         10        10        
Vardas7493      Pavarde7493                       8         1         2         6         
Vardas7494      Pavarde7494                       2         9         10        2         
Vardas7495      Pavarde7495                       2         5         2         9         
Vardas7496      Pavarde7496                       10        2         9         5         
Vardas7497      Pavarde7497                       10        1         2         4         
Vardas7498      Pavarde7498                       6         5         8         4         
Vardas7499      Pavarde7499                       5         5         9         1         
Vardas7500      Pavarde7500                       9         7         9         3         
Vardas7501      Pavarde7501                       9         9         3         6         
Vardas7502      Pavarde7502                       1         10        5         3         
Vardas7503      Pavarde7503                       5         7         4         4         
Vardas7504      Pavarde7504                       6         7         6         8         
Vardas7505      Pavarde7505                       1         5         9         8         
Vardas7506      Pavarde7506                       5         5         7         10        
Vardas7507      Pavarde7507                       9         2         10        8         
Vardas7508      Pavarde7508                       3         5         1         9         
Vardas7509      Pavarde7509                       3         6         2         4         
Vardas7510      Pavarde7510                       5         4         1         7         
Vardas7511      Pavarde7511                       7         9         2         6         
Vardas7512      Pavarde7512                       2         7         9         6         
Vardas7513      Pavarde7513                       3         7         6         9         
Vardas7514      Pavarde7514                       5         10        1         1         
Vardas7515      Pavarde7515                       10        10        3         3         
Vardas7516      Pavarde7516                       4         4         3         4         
Vardas7517      Pavarde7517                       3         8         9         9         
Vardas7518      Pavarde7518                       8         5         7         3         
Vardas7519      Pavarde7519                       7         9         1         10        
Vardas7520      Pavarde7520                       7         6         2         6         
Vardas7521      Pavarde7521                       2         9         1         4         
Vardas7522      Pavarde7522                       1         1         5         8         
Vardas7523      Pavarde7523                       7         1         10        10        
Vardas7524      Pavarde7524                       3         8         4         8         
Vardas7525      Pavarde7525                       10        1         10        10        
Vardas7526      Pavarde7526                       6         1         1         4         
Vardas7527      Pavarde7527                       9         7         4         3         
Vardas7528      Pavarde7528                       1         1         10        10        
Vardas7529      Pavarde7529                       8         3         10        4         
Vardas7530      Pavarde7530                       6         7         3         1         
Vardas7531      Pavarde7531                       5         9         10        10        
Vardas7532      Pavarde7532                       7         6         4         9         
Vardas7533      Pavarde7533                       5         3         6         2         
Vardas7534      Pavarde7534                       10        4         1         5         
Vardas7535      Pavarde7535                       8         2         9         8         
Vardas7536      Pavarde7536                       5         8         9         10        
Vardas7537      Pavarde7537                       7         7         2         10        
Vardas7538      Pavarde7538                       8         1         2         6         
Vardas7539      Pavarde7539                       2         3         9         4         
Vardas7540      Pavarde7540                       2         1         1         8         
Vardas7541      Pavarde7541                       2         6         7         8         
Vardas7542      Pavarde7542                       2         10        6         7         
Vardas7543      Pavarde7543                       1         3         4         9         
Vardas7544      Pavarde7544                       10        6         1         1         
Vardas7545      Pavarde7545                       1         2         2         2         
Vardas7546      Pavarde7546                       10        8         2         5         
Vardas7547      Pavarde7547                       7         7         7         5         
Vardas7548      Pavarde7548                       5         1         5         3         
Vardas7549      Pavarde7549                       5         1         3         7         
Vardas7550      Pavarde7550                       7         5         2         7         
Vardas7551      Pavarde7551                       2         8         2         7         
Vardas7552      Pavarde7552                       5         5         3         6         
Vardas7553      Pavarde7553                       8         8         9         9         
Vardas7554      Pavarde7554                       7         2         1         7         
Vardas7555      Pavarde7555                       5         2         10        8         
Vardas7556      Pavarde7556                       5         6         9         3         
Vardas7557      Pavarde7557                       9         10        3         6         
Vardas7558      Pavarde7558                       2         9         9         10        
Vardas7559      Pavarde7559                       4         10        3         4         
Vardas7560      Pavarde7560                       4         5         7         9         
Vardas7561      Pavarde7561                       10        4         1         2         
Vardas7562      Pavarde7562                       3         10        6         7         
Vardas7563      Pavarde7563                       6         7         5         4         
Vardas7564      Pavarde7564                       4         2         6         1         
Vardas7565      Pavarde7565                       3         8         9         1         
Vardas7566      Pavarde7566                       9         3         6         10        
Vardas7567      Pavarde7567                       4         5         5         2         
Vardas7568      Pavarde7568                       3         10        1         6         
Vardas7569      Pavarde7569                       4         8         6         8         
Vardas7570      Pavarde7570                       8         10        3         2         
Vardas7571      Pavarde7571                       7         6         1         10        
Vardas7572      Pavarde7572                       1         3         7         7         
Vardas7573      Pavarde7573                       3         4         3         5         
Vardas7574      Pavarde7574                       3         9         3         4         
Vardas7575      Pavarde7575                       2         1         2         6         
Vardas7576      Pavarde7576                       3         6         8         4         
Vardas7577      Pavarde7577                       3         7         1         2         
Vardas7578      Pavarde7578                       5         6         4         3         
Vardas7579      Pavarde7579                       10        3         8         2         
Vardas7580      Pavarde7580                       9         3         1         5         
Vardas7581      Pavarde7581                       8         2         4         5         
Vardas7582      Pavarde7582                       5         7         9         2         
Vardas7583      Pavarde7583                       10        8         3         9         
Vardas7584      Pavarde7584                       3         10        7         5         
Vardas7585      Pavarde7585                       7         1         10        2         
Vardas7586      Pavarde7586                       1         4         2         4         
Vardas7587      Pavarde7587                       6         2         4         5         
Vardas7588      Pavarde7588                       4         4         9         7         
Vardas7589      Pavarde7589                       7         6         4         10        
Vardas7590      Pavarde7590                       2         5         6         2         
Vardas7591      Pavarde7591                       3         6         3         6         
Vardas7592      Pavarde7592                       2         8         3         6         
Vardas7593      Pavarde7593                       1         6         5         9         
Vardas7594      Pavarde7594                       3         2         7         5         
Vardas7595      Pavarde7595                       8         9         1         7         
Vardas7596      Pavarde7596                       5         3         8         7         
Vardas7597      Pavarde7597                       6         2         4         3         
Vardas7598      Pavarde7598                       8         9         2         7         
Vardas7599      Pavarde7599                       2         1         10        6         
Vardas7600      Pavarde7600                       2         9         3         5         
Vardas7601      Pavarde7601                       6         1         1         1         
Vardas7602      Pavarde7602                       2         10        1         9         
Vardas7603      Pavarde7603                       10        4         2         5         
Vardas7604      Pavarde7604                       3         8         1         6         
Vardas7605      Pavarde7605                       2         6         9         5         
Vardas7606      Pavarde7606                       3         7         8         6         
Vardas7607      Pavarde7607                       8         1         10        3         
Vardas7608      Pavarde7608                       10        3         4         6         
Vardas7609      Pavarde7609                       4         10        5         9         
Vardas7610      Pavarde7610                       10        10        1         6         
Vardas7611      Pavarde7611                       8         9         4         9         
Vardas7612      Pavarde7612                       4         1         9         5         
Vardas7613      Pavarde7613                       2         1         10        9         
Vardas7614      Pavarde7614                       2         9         4         3         
Vardas7615      Pavarde7615                       1         1         3         9         
Vardas7616      Pavarde7616                       2         9         5         10        
Vardas7617      Pavarde7617                       4         6         1         5         
Vardas7618      Pavarde7618                       5         6         3         5         
Vardas7619      Pavarde7619                       3         3         1         7         
Vardas7620      Pavarde7620                       2         6         6         8         
Vardas7621      Pavarde7621                       10        3         1         9         
Vardas7622      Pavarde7622                       8         6         6         8         
Vardas7623      Pavarde7623                       1         9         2         4         
Vardas7624      Pavarde7624                       5         3         9         6         
Vardas7625      Pavarde7625                       10        10        3         10        
Vardas7626      Pavarde7626                       4         9         4         3         
Vardas7627      Pavarde7627                       9         8         1         9         
Vardas7628      Pavarde7628                       10        3         4         8         
Vardas7629      Pavarde7629                       10        10        2         6         
Vardas7630      Pavarde7630                       2         10        9         8         
Vardas7631      Pavarde7631                       8         10        1         5         
Vardas7632      Pavarde7632                       4         6         9         10        
Vardas7633      Pavarde7633                       9         4         9         7         
Vardas7634      Pavarde7634                       4         9         10        9         
Vardas7635      Pavarde7635                       2         10        8         6         
Vardas7636      Pavarde7636                       9         10        7         7         
Vardas7637      Pavarde7637                       1         8         9         6         
Vardas7638      Pavarde7638                       10        8         10        1         
Vardas7639      Pavarde7639                       10        1         4         6         
Vardas7640      Pavarde7640                       3         2         9         4         
Vardas7641      Pavarde7641                       10        5         5         10        
Vardas7642      Pavarde7642                       7         1         7         4         
Vardas7643      Pavarde7643                       10        7         5         10        
Vardas7644      Pavarde7644                       8         7         6         1         
Vardas7645      Pavarde7645                       2         1         7         8         
Vardas7646      Pavarde7646                       10        1         10        4         
Vardas7647      Pavarde7647                       7         6         4         9         
Vardas7648      Pavarde7648                       9         2         3         3         
Vardas7649      Pavarde7649                       3         8         4         1         
Vardas7650      Pavarde7650                       10        6         6         4         
Vardas7651      Pavarde7651                       4         5         6         2         
Vardas7652      Pavarde7652                       10        9         8         8         
Vardas7653      Pavarde7653                       10        9         7         2         
Vardas7654      Pavarde7654                       10        1         10        8         
Vardas7655      Pavarde7655                       7         7         4         6         
Vardas7656      Pavarde7656                       4         6         5         3         
Vardas7657      Pavarde7657                       7         10        7         5         
Vardas7658      Pavarde7658                       4         2         1         10        
Vardas7659      Pavarde7659                       10        4         3         7         
Vardas7660      Pavarde7660                       1         4         3         2         
Vardas7661      Pavarde7661                       8         6         4         7         
Vardas7662      Pavarde7662                       6         6         5         10        
Vardas7663      Pavarde7663                       6         5         2         10        
Vardas7664      Pavarde7664                       3         5         4         9         
Vardas7665      Pavarde7665                       7         10        8         2         
Vardas7666      Pavarde7666                       5         7         1         8         
Vardas7667      Pavarde7667                       3         4         3         3         
Vardas7668      Pavarde7668                       3         3         1         8         
Vardas7669      Pavarde7669                       6         8         4         4         
Vardas7670      Pavarde7670                       10        7         6         3         
Vardas7671      Pavarde7671                       10        5         10        5         
Vardas7672      Pavarde7672                       5         3         3         4         
Vardas7673      Pavarde7673                       3         10        7         3         
Vardas7674      Pavarde7674                       6         8         6         9         
Vardas7675      Pavarde7675                       6         9         3         4         
Vardas7676      Pavarde7676                       3         9         10        8         
Vardas7677      Pavarde7677                       8         9         10        9         
Vardas7678      Pavarde7678                       1         1         8         8         
Vardas7679      Pavarde7679                       7         9         1         4         
Vardas7680      Pavarde7680                       10        7         1         1         
Vardas7681      Pavarde7681                       2         3         1         5         
Vardas7682      Pavarde7682                       8         5         4         5         
Vardas7683      Pavarde7683                       10        2         5         7         
Vardas7684      Pavarde7684                       2         2         1         7         
Vardas7685      Pavarde7685                       5         10        10        7         
Vardas7686      Pavarde7686                       4         10        4         6         
Vardas7687      Pavarde7687                       5         6         7         7         
Vardas7688      Pavarde7688                       5         10        5         5         
Vardas7689      Pavarde7689                       5         1         6         1         
Vardas7690      Pavarde7690                       1         3         2         9         
Vardas7691      Pavarde7691                       9         9         1         9         
Vardas7692      Pavarde7692                       10        2         5         4         
Vardas7693      Pavarde7693                       6         9         8         4         
Vardas7694      Pavarde7694                       10        5         8         7         
Vardas7695      Pavarde7695                       6         4         8         5         
Vardas7696      Pavarde7696                       9         3         8         3         
Vardas7697      Pavarde7697                       4         2         2         4         
Vardas7698      Pavarde7698                       10        2         2         8         
Vardas7699      Pavarde7699                       5         6         5         10        
Vardas7700      Pavarde7700                       4         9         1         1         
Vardas7701      Pavarde7701                       3         9         1         7         
Vardas7702      Pavarde7702                       3         2         6         10        
Vardas7703      Pavarde7703                       5         1         2         9         
Vardas7704      Pavarde7704                       8         3         3         10        
Vardas7705      Pavarde7705                       1         2         8         5         
Vardas7706      Pavarde7706                       3         9         2         1         
Vardas7707      Pavarde7707                       6         5         1         6         
Vardas7708      Pavarde7708                       2         7         10        8         
Vardas7709      Pavarde7709                       9         3         3         8         
Vardas7710      Pavarde7710                       10        1         2         6         
Vardas7711      Pavarde7711                       1         7         6         4         
Vardas7712      Pavarde7712                       3         4         5         10        
Vardas7713      Pavarde7713                       1         9         10        5         
Vardas7714      Pavarde7714                       3         10        1         5         
Vardas7715      Pavarde7715                       8         4         1         10        
Vardas7716      Pavarde7716                       7         3         5         5         
Vardas7717      Pavarde7717                       7         4         4         10        
Vardas7718      Pavarde7718                       7         2         1         8         
Vardas7719      Pavarde7719                       10        2         5         9         
Vardas7720      Pavarde7720                       7         7         1         6         
Vardas7721      Pavarde7721                       9         3         2         3         
Vardas7722      Pavarde7722                       7         5         10        10        
Vardas7723      Pavarde7723                       7         3         3         10        
Vardas7724      Pavarde7724                       8         7         7         8         
Vardas7725      Pavarde7725                       9         7         8         4         
Vardas7726      Pavarde7726                       1         5         6         5         
Vardas7727      Pavarde7727                       10        10        5         3         
Vardas7728      Pavarde7728                       6         10        9         3         
Vardas7729      Pavarde7729                       6         8         9         1         
Vardas7730      Pavarde7730                       7         2         2         9         
Vardas7731      Pavarde7731                       5         10        9         9         
Vardas7732      Pavarde7732                       7         5         5         4         
Vardas7733      Pavarde7733                       6         2         2         3         
Vardas7734      Pavarde7734                       1         4         7         2         
Vardas7735      Pavarde7735                       5         5         8         9         
Vardas7736      Pavarde7736                       5         5         5         6         
Vardas7737      Pavarde7737                       6         4         5         4         
Vardas7738      Pavarde7738                       8         3         5         9         
Vardas7739      Pavarde7739                       10        6         5         8         
Vardas7740      Pavarde7740                       9         7         4         8         
Vardas7741      Pavarde7741                       1         8         7         6         
Vardas7742      Pavarde7742                       1         5         8         4         
Vardas7743      Pavarde7743                       4         2         8         3         
Vardas7744      Pavarde7744                       4         10        6         4         
Vardas7745      Pavarde7745                       5         9         5         9         
Vardas7746      Pavarde7746                       2         1         9         1         
Vardas7747      Pavarde7747                       10        1         5         8         
Vardas7748      Pavarde7748                       9         3         6         10        
Vardas7749      Pavarde7749                       2         5         7         1         
Vardas7750      Pavarde7750                       6         5         3         4         
Vardas7751      Pavarde7751                       1         9         4         6         
Vardas7752      Pavarde7752                       2         5         10        10        
Vardas7753      Pavarde7753                       1         10        5         3         
Vardas7754      Pavarde7754                       4         2         10        2         
Vardas7755      Pavarde7755                       2         10        6         4         
Vardas7756      Pavarde7756                       10        7         5         9         
Vardas7757      Pavarde7757                       9         4         2         7         
Vardas7758      Pavarde7758                       4         6         1         7         
Vardas7759      Pavarde7759                       6         6         2         7         
Vardas7760      Pavarde7760                       4         2         7         7         
Vardas7761      Pavarde7761                       7         3         1         1         
Vardas7762      Pavarde7762                       1         7         6         1         
Vardas7763      Pavarde7763                       1         5         1         2         
Vardas7764      Pavarde7764                       2         1         3         9         
Vardas7765      Pavarde7765                       7         1         2         10        
Vardas7766      Pavarde7766                       6         3         10        1         
Vardas7767      Pavarde7767                       10        1         4         1         
Vardas7768      Pavarde7768                       6         1         10        9         
Vardas7769      Pavarde7769                       5         8         10        6         
Vardas7770      Pavarde7770                       4         1         10        3         
Vardas7771      Pavarde7771                       6         5         10        3         
Vardas7772      Pavarde7772                       3         3         3         4         
Vardas7773      Pavarde7773                       9         9         10        7         
Vardas7774      Pavarde7774                       5         5         6         7         
Vardas7775      Pavarde7775                       2         8         7         3         
Vardas7776      Pavarde7776                       9         6         3         9         
Vardas7777      Pavarde7777                       1         5         6         5         
Vardas7778      Pavarde7778                       3         6         5         1         
Vardas7779      Pavarde7779                       5         6         7         3         
Vardas7780      Pavarde7780                       10        5         6         6         
Vardas7781      Pavarde7781                       4         8         3         6         
Vardas7782      Pavarde7782                       9         6         6         8         
Vardas7783      Pavarde7783                       4         9         10        10        
Vardas7784      Pavarde7784                       3         5         9         3         
Vardas7785      Pavarde7785                       9         10        6         6         
Vardas7786      Pavarde7786                       6         10        2         4         
Vardas7787      Pavarde7787                       6         1         9         2         
Vardas7788      Pavarde7788                       6         6         2         3         
Vardas7789      Pavarde7789                       5         7         4         6         
Vardas7790      Pavarde7790                       7         6         7         1         
Vardas7791      Pavarde7791                       3         2         1         7         
Vardas7792      Pavarde7792                       7         3         6         7         
Vardas7793      Pavarde7793                       8         4         10        2         
Vardas7794      Pavarde7794                       2         7         8         4         
Vardas7795      Pavarde7795                       4         4         6         3         
Vardas7796      Pavarde7796                       1         2         1         6         
Vardas7797      Pavarde7797                       4         2         6         6         
Vardas7798      Pavarde7798                       2         6         9         5         
Vardas7799      Pavarde7799                       8         1         4         5         
Vardas7800      Pavarde7800                       4         6         4         4         
Vardas7801      Pavarde7801                       8         4         2         3         
Vardas7802      Pavarde7802                       10        9         1         2         
Vardas7803      Pavarde7803                       2         4         2         3         
Vardas7804      Pavarde7804                       8         8         1         1         
Vardas7805      Pavarde7805                       7         6         6         4         
Vardas7806      Pavarde7806                       8         9         10        6         
Vardas7807      Pavarde7807                       9         4         6         5         
Vardas7808      Pavarde7808                       8         10        10        7         
Vardas7809      Pavarde7809                       3         8         3         8         
Vardas7810      Pavarde7810                       5         7         9         1         
Vardas7811      Pavarde7811                       1         1         6         5         
Vardas7812      Pavarde7812                       2         9         1         8         
Vardas7813      Pavarde7813                       7         5         1         3         
Vardas7814      Pavarde7814                       4         7         10        9         
Vardas7815      Pavarde7815                       2         4         9         5         
Vardas7816      Pavarde7816                       2         1         10        2         
Vardas7817      Pavarde7817                       5         7         7         9         
Vardas7818      Pavarde7818                       3         9         4         10        
Vardas7819      Pavarde7819                       5         6         6         4         
Vardas7820      Pavarde7820                       9         3         4         5         
Vardas7821      Pavarde7821                       5         10        2         3         
Vardas7822      Pavarde7822                       9         7         4         10        
Vardas7823      Pavarde7823                       2         9         1         6         
Vardas7824      Pavarde7824                       5         5         6         3         
Vardas7825      Pavarde7825                       9         7         6         10        
Vardas7826      Pavarde7826                       5         1         9         10        
Vardas7827      Pavarde7827                       4         7         10        4         
Vardas7828      Pavarde7828                       8         4         1         5         
Vardas7829      Pavarde7829                       7         1         8         7         
Vardas7830      Pavarde7830                       7         3         5         4         
Vardas7831      Pavarde7831                       10        5         6         5         
Vardas7832      Pavarde7832                       1         6         7         7         
Vardas7833      Pavarde7833                       4         4         3         7         
Vardas7834      Pavarde7834                       2         9         1         8         
Vardas7835      Pavarde7835                       2         4         7         1         
Vardas7836      Pavarde7836                       6         7         7         3         
Vardas7837      Pavarde7837                       2         4         5         9         
Vardas7838      Pavarde7838                       6         7         4         5         
Vardas7839      Pavarde7839                       9         4         3         7         
Vardas7840      Pavarde7840                       7         2         8         7         
Vardas7841      Pavarde7841                       5         8         6         1         
Vardas7842      Pavarde7842                       2         7         4         5         
Vardas7843      Pavarde7843                       7         7         7         10        
Vardas7844      Pavarde7844                       5         2         1         4         
Vardas7845      Pavarde7845                       7         7         9         10        
Vardas7846      Pavarde7846                       5         5         8         4         
Vardas7847      Pavarde7847                       4         4         5         9         
Vardas7848      Pavarde7848                       2         8         6         9         
Vardas7849      Pavarde7849                       6         9         7         10        
Vardas7850      Pavarde7850                       9         7         4         7         
Vardas7851      Pavarde7851                       3         6         7         7         
Vardas7852      Pavarde7852                       10        8         8         1         
Vardas7853      Pavarde7853                       10        4         9         5         
Vardas7854      Pavarde7854                       3         3         9         2         
Vardas7855      Pavarde7855                       1         1         4         1         
Vardas7856      Pavarde7856                       10        6         6         2         
Vardas7857      Pavarde7857                       3         9         7         4         
Vardas7858      Pavarde7858                       6         5         4         7         
Vardas7859      Pavarde7859                       1         8         9         5         
Vardas7860      Pavarde7860                       4         1         5         4         
Vardas7861      Pavarde7861                       6         6         9         1         
Vardas7862      Pavarde7862                       9         1         7         10        
Vardas7863      Pavarde7863                       6         4         2         6         
Vardas7864      Pavarde7864                       10        4         7         1         
Vardas7865      Pavarde7865                       5         10        8         1         
Vardas7866      Pavarde7866                       8         5         2         1         
Vardas7867      Pavarde7867                       2         4         3         9         
Vardas7868      Pavarde7868                       9         2         1         5         
Vardas7869      Pavarde7869                       4         6         7         1         
Vardas7870      Pavarde7870                       7         5         10        9         
Vardas7871      Pavarde7871                       8         7         3         6         
Vardas7872      Pavarde7872                       2         8         6         3         
Vardas7873      Pavarde7873                       9         1         7         6         
Vardas7874      Pavarde7874                       2         9         6         7         
Vardas7875      Pavarde7875                       7         4         6         6         
Vardas7876      Pavarde7876                       5         1         2         5         
Vardas7877      Pavarde7877                       8         4         2         3         
Vardas7878      Pavarde7878                       10        2         6         5         
Vardas7879      Pavarde7879                       8         9         6         10        
Vardas7880      Pavarde7880                       5         8         10        9         
Vardas7881      Pavarde7881                       3         2         6         10        
Vardas7882      Pavarde7882                       2         1         8         4         
Vardas7883      Pavarde7883                       4         3         2         3         
Vardas7884      Pavarde7884                       9         2         4         4         
Vardas7885      Pavarde7885                       10        3         4         8         
Vardas7886      Pavarde7886                       9         8         2         7         
Vardas7887      Pavarde7887                       2         5         8         8         
Vardas7888      Pavarde7888                       6         4         6         1         
Vardas7889      Pavarde7889                       2         7         7         2         
Vardas7890      Pavarde7890                       6         10        7         5         
Vardas7891      Pavarde7891                       6         5         9         4         
Vardas7892      Pavarde7892                       10        5         9         7         
Vardas7893      Pavarde7893                       1         3         6         6         
Vardas7894      Pavarde7894                       4         10        1         3         
Vardas7895      Pavarde7895                       3         1         1         5         
Vardas7896      Pavarde7896                       9         2         4         1         
Vardas7897      Pavarde7897                       5         2         1         1         
Vardas7898      Pavarde7898                       6         10        10        2         
Vardas7899      Pavarde7899                       4         8         2         2         
Vardas7900      Pavarde7900                       7         9         2         5         
Vardas7901      Pavarde7901                       10        4         4         1         
Vardas7902      Pavarde7902                       8         7         4         6         
Vardas7903      Pavarde7903                       8         5         9         8         
Vardas7904      Pavarde7904                       9         10        2         8         
Vardas7905      Pavarde7905                       4         1         8         5         
Vardas7906      Pavarde7906                       10        3         5         5         
Vardas7907      Pavarde7907                       6         6         8         1         
Vardas7908      Pavarde7908                       2         10        2         9         
Vardas7909      Pavarde7909                       2         10        10        2         
Vardas7910      Pavarde7910                       7         1         7         4         
